,symbol,Date,Open,High,Low,close,Adj close,Volume,divCash,splitFactor
31,AAPL,3/19/2021,266.350006,269.109985,261.130005,263.779999,260.773651,4460500,0,1
32,AAPL,3/22/2021,263.149994,265.929993,262.350006,265.200012,262.17746,2295700,0,1
33,AAPL,3/23/2021,265.5,267.130005,264.369995,266.029999,262.998016,2160300,0,1
34,AAPL,3/24/2021,265.920013,269.790009,265.700012,267.549988,264.500702,2160600,0,1
35,AAPL,3/25/2021,266.179993,269.5,265.809998,268.609985,265.548615,1714700,0,1
36,AAPL,3/26/2021,268.48999,281.299988,268.48999,280.769989,277.570007,3171900,0,1
37,AAPL,3/29/2021,278.220001,281.290009,277.73999,279.540009,276.354034,2398700,0,1
38,AAPL,3/30/2021,279.790009,280.079987,276.519989,278.549988,275.375336,1763100,0,1
39,AAPL,3/31/2021,278.5,279.269989,276.100006,276.25,273.101532,2375800,0,1
40,AAPL,4/1/2021,278.619995,278.779999,276.070007,278.339996,275.167694,2301900,0,1
41,AAPL,4/5/2021,279.01001,282.690002,278.799988,281.130005,277.925934,2631300,0,1
42,AAPL,4/6/2021,281.429993,283.049988,279.649994,281.630005,278.420197,1786600,0,1
43,AAPL,4/7/2021,281.970001,283.630005,281.100006,282.570007,279.349487,2736300,0,1
44,AAPL,4/8/2021,284.119995,285.350006,283.230011,284.420013,281.178406,1600600,0,1
45,AAPL,4/9/2021,285,287.820007,283.600006,287.709991,284.430908,1787800,0,1
46,AAPL,4/12/2021,285.970001,288.100006,285.140015,287.540009,284.262909,1437500,0,1
47,AAPL,4/13/2021,286.600006,287.059998,284.079987,285.220001,281.969299,2228000,0,1
48,AAPL,4/14/2021,284.380005,286.799988,283.079987,284.440002,282.068451,1903500,0,1
49,AAPL,4/15/2021,286.26001,287.179993,284.410004,285.149994,282.772552,2047500,0,1
50,AAPL,4/16/2021,285.160004,287.459991,285.01001,286.959991,284.567444,2625500,0.52,1
51,AAPL,4/19/2021,287.100006,287.230011,284.910004,286.540009,284.15097,1437100,0,1
52,AAPL,4/20/2021,285.929993,288.899994,285.76001,288.600006,286.193787,1889800,0,1
53,AAPL,4/21/2021,289.670013,291.149994,287.790009,290.720001,288.296112,1585900,0,1
54,AAPL,4/22/2021,290.98999,293.279999,289.149994,290.160004,287.740784,1460400,0,1
55,AAPL,4/23/2021,290.190002,292.890015,289.700012,291.73999,289.307587,1505300,0,1
56,AAPL,4/26/2021,291.600006,292.369995,288.839996,289.519989,287.10611,1420700,0,1
57,AAPL,4/27/2021,290.070007,290.890015,288.070007,290.25,287.830048,1270900,0,1
58,AAPL,4/28/2021,290.720001,291.450012,289.820007,290.269989,287.849854,1159900,0,1
59,AAPL,4/29/2021,292.079987,293.279999,290.600006,292.540009,290.100952,1247800,0,1
60,AAPL,4/30/2021,290.769989,290.920013,288.359985,289.970001,287.552338,1969200,0,1
61,AAPL,5/3/2021,292.929993,293.420013,291.369995,292.170013,289.734039,1300400,0,1
62,AAPL,5/4/2021,290.890015,291.940002,289.149994,291.600006,289.168793,1810700,0,1
63,AAPL,5/5/2021,292.339996,292.829987,289.119995,289.519989,287.10611,1553800,0,1
64,AAPL,5/6/2021,289.480011,291.179993,287.609985,291.160004,288.732452,1863200,0,1
65,AAPL,5/7/2021,292.200012,294.089996,291.040009,291.529999,289.099365,1394200,0,1
66,AAPL,5/10/2021,290.619995,294.100006,290.190002,290.609985,288.187012,1620700,0,1
67,AAPL,5/11/2021,288.440002,288.459991,284.570007,287.950012,285.549225,1541700,0,1
68,AAPL,5/12/2021,285.230011,285.309998,279.140015,279.390015,277.060577,2116600,0,1
69,AAPL,5/13/2021,281.119995,287.25,281.119995,285.320007,282.941132,1698200,0,1
70,AAPL,5/14/2021,286.859985,294.5,286.619995,288.200012,285.79715,1285600,0,1
71,AAPL,5/17/2021,287.640015,288.549988,286.100006,287,284.607117,1500000,0,1
72,AAPL,5/18/2021,285.809998,286.700012,282.820007,283.01001,280.650391,1438400,0,1
73,AAPL,5/19/2021,279.929993,281.070007,276.880005,280.970001,278.627411,1625200,0,1
74,AAPL,5/20/2021,281.700012,285.130005,281.579987,283.950012,281.582581,2094700,0,1
75,AAPL,5/21/2021,285,287.140015,282.670013,283.380005,281.017303,2210200,0,1
76,AAPL,5/24/2021,285.200012,286.040009,284.209991,284.850006,282.475067,1231300,0,1
77,AAPL,5/25/2021,285.799988,286.200012,283.609985,285.98999,283.60553,1761300,0,1
78,AAPL,5/26/2021,285.899994,286.829987,283.329987,283.950012,281.582581,1873200,0,1
79,AAPL,5/27/2021,284.170013,285.279999,279.149994,280.049988,277.715027,7166300,0,1
80,AAPL,5/28/2021,282.549988,284.920013,282.100006,282.160004,279.807495,2005700,0,1
81,AAPL,6/1/2021,285.579987,285.579987,280.609985,280.880005,278.538147,1670800,0,1
82,AAPL,6/2/2021,281.049988,283.119995,281.049988,281.799988,279.4505,2089800,0,1
83,AAPL,6/3/2021,280,280.790009,277.380005,279.630005,277.298584,1540600,0,1
84,AAPL,6/4/2021,281.320007,283.440002,281.179993,283.170013,280.809082,1146200,0,1
85,AAPL,6/7/2021,283.170013,284.25,281.059998,282.190002,279.83725,1404000,0,1
86,AAPL,6/8/2021,282,283.480011,280.920013,281.450012,279.103394,1321400,0,1
87,AAPL,6/9/2021,283.100006,283.269989,281.540009,282.109985,279.757843,1166500,0,1
88,AAPL,6/10/2021,283.529999,284.709991,282.779999,284.220001,281.850311,2007200,0,1
89,AAPL,6/11/2021,285,285.570007,283.940002,285.279999,282.901489,1473100,0,1
90,AAPL,6/14/2021,285.73999,285.839996,283.179993,285.709991,283.32785,1672400,0,1
91,AAPL,6/15/2021,286.850006,287.950012,285.369995,286.190002,283.803894,1408200,0,1
92,AAPL,6/16/2021,287.480011,287.480011,283.029999,283.940002,281.572632,2350600,0,1
93,AAPL,6/17/2021,282.5,285.429993,282.5,284.769989,282.395691,1872100,0,1
94,AAPL,6/18/2021,282.839996,284,280.799988,281.25,278.90506,3134000,0,1
95,AAPL,6/21/2021,283.959991,287.5,282.01001,285.559998,283.179138,1959400,0,1
96,AAPL,6/22/2021,285.76001,286.619995,283.709991,285.660004,283.27829,2019800,0,1
97,AAPL,6/23/2021,287.75,288.399994,285.589996,285.700012,283.317963,2161300,0,1
98,AAPL,6/24/2021,297.230011,297.799988,289.549988,291.559998,289.12912,3003900,0,1
99,AAPL,6/25/2021,292.329987,295.220001,290.420013,294.660004,292.203247,4233600,0,1
100,AAPL,6/28/2021,294.440002,295.869995,292.5,293.899994,291.449585,1662400,0,1
101,AAPL,6/29/2021,294.790009,297.649994,294.600006,296.429993,293.958496,2060700,0,1
102,AAPL,6/30/2021,295.98999,296.98999,293.790009,294.790009,292.332184,1595300,0,1
103,AAPL,7/1/2021,295.480011,300.059998,295,300,297.498718,3104100,0,1
104,AAPL,7/2/2021,300,305.170013,300,304.839996,302.29837,2280100,0,1
105,AAPL,7/6/2021,304.859985,306.850006,301.690002,305.399994,302.853699,1856200,0,1
106,AAPL,7/7/2021,305.820007,309.790009,305.200012,309.609985,307.028595,1889900,0,1
107,AAPL,7/8/2021,305.029999,309.23999,302.660004,309.149994,306.572449,1867700,0,1
108,AAPL,7/9/2021,310.600006,316.220001,310.179993,312.619995,310.013519,2054000,0,1
109,AAPL,7/12/2021,311.839996,312.179993,310.730011,311.570007,308.97226,1456900,0,1
110,AAPL,7/13/2021,311.209991,313.910004,310.049988,312.630005,310.023438,1570600,0,1
111,AAPL,7/14/2021,313.049988,315.519989,312.529999,314.390015,312.648804,1743800,0,1
112,AAPL,7/15/2021,313.880005,315.48999,313.299988,314.940002,313.19577,1927800,0,1
113,AAPL,7/16/2021,317.119995,317.119995,311.299988,311.910004,310.182556,2666100,0,1
114,AAPL,7/19/2021,308,309.790009,306.26001,309.179993,307.467651,1851600,0.52,1
115,AAPL,7/20/2021,310,314.170013,308.98999,312.059998,310.331696,1448700,0,1
116,AAPL,7/21/2021,312.609985,314.049988,311.950012,313.769989,312.032257,1180300,0,1
117,AAPL,7/22/2021,314.769989,315,312.769989,314.26001,312.519531,1274800,0,1
118,AAPL,7/23/2021,316,318.799988,315.540009,318.649994,316.885193,1221000,0,1
119,AAPL,7/26/2021,318.799988,319.73999,316.850006,318.980011,317.213379,1345800,0,1
120,AAPL,7/27/2021,317.880005,320.100006,315.809998,319.890015,318.118378,1641000,0,1
121,AAPL,7/28/2021,320.850006,321,316.119995,316.309998,314.558167,2006300,0,1
122,AAPL,7/29/2021,317.820007,319.140015,316.130005,318.350006,316.586884,1863800,0,1
123,AAPL,7/30/2021,317.709991,319.179993,316.899994,317.679993,315.920563,2305400,0,1
124,AAPL,8/2/2021,319.269989,319.48999,315.5,316.079987,314.329407,1507200,0,1
125,AAPL,8/3/2021,317.769989,319.600006,315.5,318.519989,316.75592,1979600,0,1
126,AAPL,8/4/2021,318.019989,319.190002,315.850006,316.769989,315.015625,1448300,0,1
127,AAPL,8/5/2021,317.910004,320.559998,317.040009,320.309998,318.536011,1952400,0,1
128,AAPL,8/6/2021,321,322.369995,318.5,321.829987,320.047607,1392600,0,1
129,AAPL,8/9/2021,322.01001,322.26001,319.380005,319.519989,317.750397,1225100,0,1
130,AAPL,8/10/2021,319.970001,322.059998,319.059998,320.179993,318.406738,918900,0,1
131,AAPL,8/11/2021,320.619995,320.859985,317.079987,319.790009,318.018921,1841600,0,1
132,AAPL,8/12/2021,319.700012,321.829987,318.640015,321.76001,319.978027,910900,0,1
133,AAPL,8/13/2021,322.190002,324.040009,321.579987,323.450012,321.658661,970300,0,1
134,AAPL,8/16/2021,324,328.5,323.140015,328.25,326.432037,1781000,0,1
135,AAPL,8/17/2021,327.600006,329.950012,326.769989,329.299988,327.476227,1531700,0,1
136,AAPL,8/18/2021,327.369995,329.179993,324.380005,324.549988,322.752533,1636800,0,1
137,AAPL,8/19/2021,322.809998,329,322.450012,328.25,326.432037,1294200,0,1
138,AAPL,8/20/2021,329.809998,333.549988,328.329987,332.649994,330.807678,1726800,0,1
139,AAPL,8/23/2021,334.23999,334.880005,332.730011,332.920013,331.076202,2017900,0,1
140,AAPL,8/24/2021,333.140015,334,330.75,330.910004,329.077332,1451300,0,1
141,AAPL,8/25/2021,331.940002,334.589996,331.130005,333.440002,331.593323,1613600,0,1
142,AAPL,8/26/2021,334.470001,334.470001,331.23999,333.230011,331.384491,1702300,0,1
143,AAPL,8/27/2021,334.089996,335.910004,333.350006,335.660004,333.800995,1126200,0,1
144,AAPL,8/30/2021,335,338.649994,332.920013,337,335.133575,973800,0,1
145,AAPL,8/31/2021,337.200012,337.410004,335.100006,336.559998,334.696014,1641300,0,1
146,AAPL,9/1/2021,337.450012,339.029999,336.660004,337.899994,336.028595,1621100,0,1
147,AAPL,9/2/2021,338.459991,342.049988,338.25,341,339.11142,1600500,0,1
148,AAPL,9/3/2021,341,344.079987,340.109985,343.329987,341.428497,1566100,0,1
149,AAPL,9/7/2021,343.329987,344.429993,340.209991,341.48999,339.598724,1380700,0,1
150,AAPL,9/8/2021,340.839996,342.269989,339.720001,340.320007,338.435211,1392800,0,1
151,AAPL,9/9/2021,341.459991,342.549988,339.899994,341.100006,339.210907,1668200,0,1
152,AAPL,9/10/2021,343.5,345.519989,341.5,341.920013,340.026337,1725200,0,1
153,AAPL,9/13/2021,345,345.470001,335.869995,339.440002,337.560089,1854200,0,1
154,AAPL,9/14/2021,341.059998,343.26001,340,340.720001,338.832977,1758800,0,1
155,AAPL,9/15/2021,340.23999,345.5,339.829987,344.429993,342.52243,1657200,0,1
156,AAPL,9/16/2021,344.640015,345,340.220001,342.230011,340.334625,2252700,0,1
157,AAPL,9/17/2021,340.029999,341.519989,334.570007,335.399994,333.54245,4455100,0,1
158,AAPL,9/20/2021,331.100006,334.920013,328.230011,332.290009,330.449677,2650200,0,1
159,AAPL,9/21/2021,333.790009,335.459991,330.869995,331.149994,329.315979,2820300,0,1
160,AAPL,9/22/2021,335.450012,336.809998,333.140015,334.660004,332.806549,2441100,0,1
161,AAPL,9/23/2021,337.619995,344.73999,337.130005,343,341.100342,4543400,0,1
162,AAPL,9/24/2021,340.679993,342.880005,337.720001,339.230011,337.351257,2035900,0,1
163,AAPL,9/27/2021,337.519989,337.720001,333.079987,334.51001,332.657379,2025300,0,1
164,AAPL,9/28/2021,331.559998,332.019989,323.859985,324.209991,322.414429,2300500,0,1
165,AAPL,9/29/2021,326.299988,326.410004,323.070007,323.529999,321.73819,1741300,0,1
166,AAPL,9/30/2021,324.48999,325.890015,318.299988,319.920013,318.148193,2382100,0,1
167,AAPL,10/1/2021,323.369995,326.890015,319.589996,324.859985,323.060822,1802300,0,1
168,AAPL,10/4/2021,323.399994,324.320007,316.01001,319.48999,317.720551,1774500,0,1
169,AAPL,10/5/2021,320.959991,327.329987,320.809998,325.119995,323.319397,1628800,0,1
170,AAPL,10/6/2021,323.109985,325.339996,320.51001,325.190002,323.389008,2166400,0,1
171,AAPL,10/7/2021,328,329.529999,325.799988,326.25,324.443115,1188400,0,1
172,AAPL,10/8/2021,326.73999,327.630005,324.540009,325.190002,323.389008,1229800,0,1
173,AAPL,10/11/2021,324.730011,328.730011,324.51001,326.5,324.691742,1475900,0,1
174,AAPL,10/12/2021,328.109985,329.399994,327.190002,327.690002,325.875153,2054600,0,1
175,AAPL,10/13/2021,328.25,331.549988,325.859985,330.179993,329.326172,1768500,0.52,1
176,AAPL,10/14/2021,333.140015,339.269989,332.019989,339.040009,338.1633,1638400,0,1
177,AAPL,10/15/2021,341.179993,341.910004,339.200012,341.820007,340.936096,2074000,0,1
178,AAPL,10/18/2021,341.600006,344.23999,340.649994,343.179993,342.292572,1636800,0,1
179,AAPL,10/19/2021,345,350.76001,344.48999,349.73999,348.835602,2177800,0,1
180,AAPL,10/20/2021,350,350.440002,345.570007,345.799988,344.905792,1740100,0,1
181,AAPL,10/21/2021,345.799988,347.5,344.720001,347.119995,346.222382,1520200,0,1
182,AAPL,10/22/2021,348.25,355.350006,348.25,353.790009,352.875153,1459400,0,1
183,AAPL,10/25/2021,353.269989,357.160004,351.480011,356.440002,355.51828,1523800,0,1
184,AAPL,10/26/2021,356.98999,359.309998,356.269989,356.339996,355.418549,1547700,0,1
185,AAPL,10/27/2021,355.019989,356.920013,353.790009,354.049988,353.13446,1567700,0,1
186,AAPL,10/28/2021,355.440002,358.420013,354.73999,356.320007,355.39859,1500600,0,1
187,AAPL,10/29/2021,354.579987,359.619995,354.100006,358.790009,357.862213,1936400,0,1
188,AAPL,11/1/2021,358.829987,359.880005,352.100006,355.320007,354.401184,1600200,0,1
189,AAPL,11/2/2021,357.040009,363.23999,356.589996,361.5,360.565216,2204300,0,1
190,AAPL,11/3/2021,360.940002,362.5,354.390015,362.100006,361.163666,1727500,0,1
191,AAPL,11/4/2021,362.940002,366.920013,361.470001,366.799988,365.851471,1979200,0,1
192,AAPL,11/5/2021,368.850006,372.119995,366.959991,368.459991,367.507202,2110600,0,1
193,AAPL,11/8/2021,370,370.660004,366.119995,366.929993,365.98114,1731600,0,1
194,AAPL,11/9/2021,366.630005,367.779999,364.769989,367.470001,366.519775,1865700,0,1
195,AAPL,11/10/2021,364.970001,367.320007,362.679993,364.73999,363.796814,1352400,0,1
196,AAPL,11/11/2021,365.579987,367.160004,364.25,366.209991,365.263,1184300,0,1
197,AAPL,11/12/2021,368,371.609985,366.369995,371.230011,370.27005,1802100,0,1
198,AAPL,11/15/2021,371.769989,372.119995,368.059998,368.450012,367.497253,1957400,0,1
199,AAPL,11/16/2021,367.299988,373.109985,367.019989,371.160004,370.200226,2041600,0,1
200,AAPL,11/17/2021,371.549988,374.920013,369.570007,372.779999,371.81604,2254600,0,1
201,AAPL,11/18/2021,371.320007,372.75,369.279999,370.779999,369.821198,2555900,0,1
202,AAPL,11/19/2021,371.950012,374.700012,369.670013,369.790009,368.833771,2554000,0,1
203,AAPL,11/22/2021,371.420013,372.700012,363.079987,363.299988,362.360535,2098400,0,1
204,AAPL,11/23/2021,362.450012,363.570007,357.25,360.700012,359.767273,1998600,0,1
205,AAPL,11/24/2021,359.230011,362.929993,358.700012,362.369995,361.432953,2191500,0,1
206,AAPL,11/26/2021,361.170013,361.839996,352.700012,353.600006,352.685638,2649400,0,1
207,AAPL,11/29/2021,359.140015,369.529999,359.140015,365.820007,364.874023,2857100,0,1
208,AAPL,11/30/2021,361.670013,365.049988,357.290009,357.399994,356.4758,4761200,0,1
209,AAPL,12/1/2021,365.269989,369.579987,359.950012,360.140015,359.20874,2876800,0,1
210,AAPL,12/2/2021,359.709991,368.890015,359.709991,365.299988,364.355377,3183100,0,1
211,AAPL,12/3/2021,369.410004,370.76001,357.339996,361.420013,360.485413,2331900,0,1
212,AAPL,12/6/2021,361.98999,365.399994,358.089996,362.230011,361.293335,2100200,0,1
213,AAPL,12/7/2021,370,373.140015,365.980011,371.339996,370.379761,1943800,0,1
214,AAPL,12/8/2021,371.940002,374.859985,369.649994,374.529999,373.561493,2271000,0,1
215,AAPL,12/9/2021,372.799988,373.880005,370.579987,371.450012,370.489471,1841400,0,1
216,AAPL,12/10/2021,374.220001,379.929993,373,379.440002,378.458801,1984000,0,1
217,AAPL,12/13/2021,379.440002,381.149994,377.26001,377.720001,376.743256,2843900,0,1
218,AAPL,12/14/2021,374.380005,375.779999,366.51001,369.730011,368.773926,2475200,0,1
219,AAPL,12/15/2021,370.209991,375.880005,367.290009,375.299988,374.329498,2804900,0,1
220,AAPL,12/16/2021,413.070007,413.649994,399.019989,400.600006,399.564087,6298500,0,1
221,AAPL,12/17/2021,396.359985,404.609985,391.320007,396.23999,395.215363,4929100,0,1
222,AAPL,12/20/2021,390.880005,391.429993,383.519989,385.779999,384.78241,2690800,0,1
223,AAPL,12/21/2021,388,393.149994,384.850006,392.890015,391.874054,2222400,0,1
224,AAPL,12/22/2021,393.23999,403.75,393.209991,403.690002,402.646118,2282400,0,1
225,AAPL,12/23/2021,402.299988,406.850006,400.959991,403.309998,402.26709,1374000,0,1
226,AAPL,12/27/2021,406.76001,415.950012,406.339996,415.329987,414.255981,1906300,0,1
227,AAPL,12/28/2021,415,417.149994,413.679993,415.269989,414.196136,1362600,0,1
228,AAPL,12/29/2021,414.820007,417.369995,412.700012,415.420013,414.345795,1041700,0,1
229,AAPL,12/30/2021,416.26001,416.660004,411.880005,413.829987,412.759857,1278000,0,1
230,AAPL,12/31/2021,412.700012,416.950012,412.109985,414.549988,413.477997,1163200,0,1
231,AAPL,1/3/2022,414.660004,415.529999,405.040009,407.209991,406.156982,2129900,0,1
232,AAPL,1/4/2022,408.809998,411.369995,403.200012,404.299988,403.254517,2516300,0,1
233,AAPL,1/5/2022,403.929993,403.970001,397.100006,397.179993,396.152924,2471400,0,1
234,AAPL,1/6/2022,384.690002,392.200012,375.76001,378,377.022522,4386600,0,1
235,AAPL,1/7/2022,379.089996,379.98999,370.140015,370.75,369.79129,3468700,0,1
236,AAPL,1/10/2022,363.420013,373.369995,360.220001,373,372.035461,2952400,0,1
237,AAPL,1/11/2022,369.51001,375.779999,363.859985,375.109985,374.139984,2407000,0,1
238,AAPL,1/12/2022,377.850006,383.440002,376.619995,377.190002,377.190002,3143400,0.57,1
239,AAPL,1/13/2022,378.220001,379.279999,360.76001,361.369995,361.369995,2944100,0,1
240,AAPL,1/14/2022,357.040009,359.380005,349.720001,353.359985,353.359985,3949500,0,1
241,AAPL,1/18/2022,348.609985,351.019989,344.970001,348.279999,348.279999,3425600,0,1
242,AAPL,1/19/2022,351,356.070007,343.5,343.73999,343.73999,3374700,0,1
243,AAPL,1/20/2022,345.450012,355.940002,342.040009,342.690002,342.690002,2817300,0,1
244,AAPL,1/21/2022,341.390015,344.079987,335.25,335.630005,335.630005,2830700,0,1
245,AAPL,1/24/2022,328.299988,339.579987,319.100006,339,339,4544500,0,1
246,AAPL,1/25/2022,331.910004,339.690002,327.209991,334.950012,334.950012,3625400,0,1
247,AAPL,1/26/2022,341.420013,343.959991,328.049988,329.890015,329.890015,4422200,0,1
248,AAPL,1/27/2022,337.529999,341.730011,331.01001,333.359985,333.359985,2778000,0,1
249,AAPL,1/28/2022,333.899994,343.059998,327.170013,342.850006,342.850006,2457400,0,1
250,AAPL,1/31/2022,345,353.700012,343.540009,353.579987,353.579987,3159300,0,1
251,AAPL,2/1/2022,354.220001,356.700012,348.880005,353.420013,353.420013,2087200,0,1
252,AAPL,2/2/2022,354.399994,360.100006,353.51001,359.470001,359.470001,2603200,0,1
